conflict_name,start_year,end_year,theater,battle_name,country,alliance,role,casualties_mil_k,casualties_civ_k,military_personnel_k,front,outcome,treaty,key_leader,equipment_focus,notes
World War I,1914,1918,Middle East,Ypres,Russia,Allied Powers,Support,663.09,406.18,2681.93,Middle East,Allied Victory,Armistice of 1918,Kaiser Wilhelm II,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Balkans,Jutland,Ottoman Empire,Central Powers,Naval,830.41,464.69,2812.42,Balkans,Allied Victory,Treaty of Versailles,Nicholas II,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Middle East,Tannenberg,Serbia,Allied Powers,Expeditionary,806.9,87.64,2740.31,Middle East,Allied Victory,Treaty of Versailles,Enver Pasha,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Balkans,Verdun,Austria-Hungary,Central Powers,Expeditionary,599.45,161.38,2061.91,Balkans,Allied Victory,Treaty of Trianon,Enver Pasha,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Naval,Marne,Ottoman Empire,Central Powers,Air,106.33,105.33,527.78,Naval,Allied Victory,Treaty of Saint-Germain,Kaiser Wilhelm II,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Air,Jutland,United States,Allied Powers,Expeditionary,659.03,202.15,1578.96,Air,Allied Victory,Treaty of Versailles,Woodrow Wilson,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Balkans,Gallipoli,Belgium,Allied Powers,Air,223.62,112.03,1199.75,Balkans,Allied Victory,Treaty of Versailles,Franz Joseph I,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Eastern Front,Caporetto,Ottoman Empire,Central Powers,Belligerent,498.45,398.76,1447.46,Eastern Front,Allied Victory,Treaty of Sevres,Kaiser Wilhelm II,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Western Front,Ypres,United Kingdom,Allied Powers,Support,731.14,230.09,2930.19,Western Front,Allied Victory,Treaty of Versailles,Georges Clemenceau,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Middle East,Caporetto,Germany,Central Powers,Belligerent,593.92,563.51,1153.59,Middle East,Allied Victory,Treaty of Sevres,Woodrow Wilson,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Eastern Front,Ypres,Russia,Allied Powers,Belligerent,673.88,280.52,306.81,Eastern Front,Allied Victory,Treaty of Versailles,Nicholas II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Air,Marne,Italy,Allied Powers,Belligerent,188.09,136.08,1328.85,Air,Allied Victory,Armistice of 1918,Nicholas II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Naval,Marne,Russia,Allied Powers,Air,305.83,118.99,430.87,Naval,Allied Victory,Treaty of Saint-Germain,Georges Clemenceau,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Balkans,Ypres,Serbia,Allied Powers,Air,821.86,5.45,2004.24,Balkans,Allied Victory,Treaty of Trianon,Nicholas II,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Africa,Somme,Serbia,Allied Powers,Support,747.47,120.85,2433.03,Africa,Allied Victory,Treaty of Versailles,Kaiser Wilhelm II,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Air,Marne,Germany,Central Powers,Belligerent,726.26,52.89,1908.32,Air,Allied Victory,Treaty of Saint-Germain,Nicholas II,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Eastern Front,Somme,Russia,Allied Powers,Air,769.34,176.01,502.65,Eastern Front,Allied Victory,Treaty of Trianon,Kaiser Wilhelm II,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Middle East,Caporetto,France,Allied Powers,Support,628.57,483.41,2402.93,Middle East,Allied Victory,Treaty of Versailles,Kaiser Wilhelm II,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Balkans,Gallipoli,Serbia,Allied Powers,Naval,575.1,475.93,1895.88,Balkans,Allied Victory,Treaty of Sevres,Franz Joseph I,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Italian Front,Ypres,United Kingdom,Allied Powers,Naval,457.69,104.25,991.45,Italian Front,Allied Victory,Treaty of Sevres,Nicholas II,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Western Front,Marne,Italy,Allied Powers,Support,440.52,532.81,2486.47,Western Front,Allied Victory,Treaty of Saint-Germain,Georges Clemenceau,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Eastern Front,Gallipoli,Germany,Central Powers,Expeditionary,281.96,260.15,291.89,Eastern Front,Allied Victory,Armistice of 1918,Georges Clemenceau,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Middle East,Marne,Belgium,Allied Powers,Naval,744.65,119.6,641.2,Middle East,Allied Victory,Treaty of Sevres,Georges Clemenceau,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Middle East,Caporetto,Austria-Hungary,Central Powers,Naval,250.62,227.94,83.99,Middle East,Allied Victory,Treaty of Versailles,David Lloyd George,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Eastern Front,Marne,France,Allied Powers,Support,278.37,87.6,2706.94,Eastern Front,Allied Victory,Armistice of 1918,Franz Joseph I,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Western Front,Jutland,United Kingdom,Allied Powers,Belligerent,804.83,30.2,732.05,Western Front,Allied Victory,Treaty of Sevres,Nicholas II,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Balkans,Tannenberg,United States,Allied Powers,Air,95.62,17.67,1924.12,Balkans,Allied Victory,Treaty of Versailles,Kaiser Wilhelm II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Naval,Marne,United Kingdom,Allied Powers,Naval,877.07,5.26,1734.52,Naval,Allied Victory,Treaty of Sevres,Kaiser Wilhelm II,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Middle East,Ypres,France,Allied Powers,Naval,895.69,593.78,1151.66,Middle East,Allied Victory,Treaty of Trianon,David Lloyd George,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Africa,Gallipoli,Austria-Hungary,Central Powers,Air,110.44,379.31,1161.5,Africa,Allied Victory,Treaty of Sevres,Woodrow Wilson,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Africa,Jutland,Ottoman Empire,Central Powers,Support,530.03,257.02,1393.89,Africa,Allied Victory,Treaty of Trianon,Franz Joseph I,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Middle East,Somme,Ottoman Empire,Central Powers,Expeditionary,503.78,473.25,276.04,Middle East,Allied Victory,Treaty of Sevres,Franz Joseph I,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Naval,Gallipoli,France,Allied Powers,Belligerent,424.61,390.82,906.09,Naval,Allied Victory,Treaty of Versailles,Woodrow Wilson,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Eastern Front,Jutland,United Kingdom,Allied Powers,Naval,286.27,371.43,345.56,Eastern Front,Allied Victory,Treaty of Versailles,Franz Joseph I,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Italian Front,Ypres,United States,Allied Powers,Belligerent,135.97,436.54,2860.27,Italian Front,Allied Victory,Treaty of Saint-Germain,Franz Joseph I,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Naval,Marne,United Kingdom,Allied Powers,Expeditionary,197.74,303.25,1939.12,Naval,Allied Victory,Treaty of Versailles,David Lloyd George,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Eastern Front,Jutland,Italy,Allied Powers,Air,865.64,278.73,400.26,Eastern Front,Allied Victory,Treaty of Trianon,Woodrow Wilson,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Balkans,Marne,United States,Allied Powers,Belligerent,655.58,91.37,1817.89,Balkans,Allied Victory,Treaty of Sevres,Kaiser Wilhelm II,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Naval,Ypres,France,Allied Powers,Belligerent,836.64,236.69,2794.16,Naval,Allied Victory,Treaty of Sevres,Franz Joseph I,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Naval,Caporetto,Belgium,Allied Powers,Support,815.93,536.74,281.4,Naval,Allied Victory,Treaty of Sevres,Kaiser Wilhelm II,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Africa,Somme,Germany,Central Powers,Naval,111.17,395.88,1587.3,Africa,Allied Victory,Armistice of 1918,Franz Joseph I,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Middle East,Caporetto,France,Allied Powers,Naval,362.14,56.42,624.9,Middle East,Allied Victory,Armistice of 1918,Nicholas II,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Middle East,Gallipoli,Serbia,Allied Powers,Expeditionary,827.71,287.45,1353.0,Middle East,Allied Victory,Treaty of Saint-Germain,Kaiser Wilhelm II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Air,Jutland,Russia,Allied Powers,Air,74.91,291.9,558.47,Air,Allied Victory,Armistice of 1918,Nicholas II,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Western Front,Marne,Italy,Allied Powers,Air,348.1,245.62,1617.41,Western Front,Allied Victory,Treaty of Sevres,Nicholas II,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1918,Italian Front,Verdun,United Kingdom,Allied Powers,Air,410.95,284.95,2372.5,Italian Front,Allied Victory,Treaty of Trianon,David Lloyd George,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Naval,Gallipoli,Belgium,Allied Powers,Belligerent,433.93,343.1,217.49,Naval,Allied Victory,Treaty of Sevres,Nicholas II,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Air,Jutland,Austria-Hungary,Central Powers,Support,494.74,269.44,615.9,Air,Allied Victory,Treaty of Sevres,Georges Clemenceau,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Middle East,Gallipoli,Germany,Central Powers,Air,409.97,465.48,553.47,Middle East,Allied Victory,Treaty of Versailles,Franz Joseph I,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Middle East,Somme,United Kingdom,Allied Powers,Expeditionary,852.94,98.13,1862.97,Middle East,Allied Victory,Treaty of Sevres,Nicholas II,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Middle East,Tannenberg,Russia,Allied Powers,Naval,584.37,30.35,2280.41,Middle East,Allied Victory,Treaty of Sevres,Woodrow Wilson,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Balkans,Jutland,France,Allied Powers,Support,343.58,84.55,704.79,Balkans,Allied Victory,Treaty of Saint-Germain,Enver Pasha,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Middle East,Verdun,Germany,Central Powers,Belligerent,2.68,363.37,846.6,Middle East,Allied Victory,Treaty of Saint-Germain,David Lloyd George,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1919,Italian Front,Marne,Belgium,Allied Powers,Air,638.62,55.84,1667.56,Italian Front,Allied Victory,Treaty of Versailles,Woodrow Wilson,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Naval,Tannenberg,United States,Allied Powers,Air,267.75,31.39,1124.01,Naval,Allied Victory,Treaty of Versailles,Nicholas II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Eastern Front,Caporetto,United Kingdom,Allied Powers,Air,858.49,558.99,2253.74,Eastern Front,Allied Victory,Treaty of Saint-Germain,Nicholas II,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Air,Jutland,Belgium,Allied Powers,Expeditionary,418.2,228.17,973.82,Air,Allied Victory,Treaty of Sevres,Georges Clemenceau,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Western Front,Gallipoli,Austria-Hungary,Central Powers,Expeditionary,161.42,157.82,1461.74,Western Front,Allied Victory,Treaty of Trianon,David Lloyd George,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1918,Naval,Verdun,Serbia,Allied Powers,Support,42.64,308.0,1922.55,Naval,Allied Victory,Treaty of Versailles,Franz Joseph I,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Western Front,Ypres,Belgium,Allied Powers,Naval,616.48,259.9,662.28,Western Front,Allied Victory,Treaty of Trianon,Georges Clemenceau,Submarines,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Naval,Verdun,Germany,Central Powers,Support,219.13,65.57,1535.27,Naval,Allied Victory,Treaty of Trianon,Franz Joseph I,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1914,1919,Western Front,Jutland,Italy,Allied Powers,Support,266.93,99.72,2559.97,Western Front,Allied Victory,Treaty of Sevres,Kaiser Wilhelm II,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Naval,Caporetto,Belgium,Allied Powers,Expeditionary,26.18,113.55,2632.11,Naval,Allied Victory,Treaty of Trianon,Georges Clemenceau,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Middle East,Marne,Russia,Allied Powers,Air,408.87,93.88,75.69,Middle East,Allied Victory,Armistice of 1918,Kaiser Wilhelm II,Trench Warfare,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Middle East,Tannenberg,Russia,Allied Powers,Belligerent,105.89,460.31,1390.04,Middle East,Allied Victory,Armistice of 1918,Woodrow Wilson,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Balkans,Marne,Serbia,Allied Powers,Air,767.95,45.24,69.03,Balkans,Allied Victory,Treaty of Sevres,Woodrow Wilson,Machine Guns,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Africa,Ypres,Belgium,Allied Powers,Expeditionary,48.79,355.05,258.55,Africa,Allied Victory,Treaty of Trianon,Nicholas II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1917,1919,Africa,Ypres,Russia,Allied Powers,Naval,86.88,190.91,1784.52,Africa,Allied Victory,Treaty of Saint-Germain,Georges Clemenceau,Artillery,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Middle East,Verdun,France,Allied Powers,Air,160.94,382.32,2704.45,Middle East,Allied Victory,Treaty of Trianon,Nicholas II,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1918,Italian Front,Marne,Serbia,Allied Powers,Expeditionary,579.52,143.94,2091.07,Italian Front,Allied Victory,Treaty of Saint-Germain,Woodrow Wilson,Biplanes,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1916,1919,Italian Front,Caporetto,Austria-Hungary,Central Powers,Support,587.51,554.49,610.26,Italian Front,Allied Victory,Armistice of 1918,Kaiser Wilhelm II,Gas,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
World War I,1915,1918,Balkans,Verdun,Belgium,Allied Powers,Expeditionary,72.73,431.13,2572.61,Balkans,Allied Victory,Treaty of Versailles,Franz Joseph I,Tanks,Allied victory; Central Powers collapsed; Treaty of Versailles reshaped Europe
