issue_label,year,region,primary_parties,allies,adversaries,trigger_event,escalation_level,probability_estimate,confidence,humanitarian_impact,economic_impact,cyber_domain,nuclear_risk,narrative,data_origin,notes
Venezuela-US Tensions 2026,2026,Middle East,North Korea; South Korea,Non-Aligned,Opposing Coalition,Airspace violation,Low,0.211,High,Humanitarian crisis,Regional recession,Low,Moderate,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Venezuela-US Tensions 2026,2026,Eastern Europe,Russia; Ukraine,Coalition A,Hybrid Threats,Border incident,Low,0.046,High,Mass displacement,Energy price spike,High,Moderate,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
India-Pakistan Escalation 2025,2026,East Asia,Russia; Ukraine,Coalition B,State Actors,Cyber attack,Low,0.477,Low,Humanitarian crisis,Localized shock,Moderate,Low,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Venezuela-US Tensions 2026,2025,Middle East,Venezuela; United States,UN Mediation,Hybrid Threats,Cyber attack,Low,0.251,Medium,Humanitarian crisis,Regional recession,High,High,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Russia-Ukraine Conflict,2025,Middle East,Israel; Egypt; Jordan; Saudi Arabia,UN Mediation,State Actors,Sanctions escalation,Severe,0.339,Medium,Mass displacement,Energy price spike,Low,None,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Venezuela-US Tensions 2026,2025,Latin America,Russia; Ukraine,NATO,State Actors,Maritime confrontation,High,0.824,Medium,Humanitarian crisis,Energy price spike,High,Moderate,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Russia-Ukraine Conflict,2025,East Asia,Venezuela; United States,Coalition A,Non-State Actors,Airspace violation,Severe,0.281,Medium,Regional displacement,Global market impact,Low,None,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Taiwan Strait Stability,2026,Middle East,Israel; Egypt; Jordan; Saudi Arabia,UN Mediation,State Actors,Airspace violation,Low,0.334,Medium,Regional displacement,Energy price spike,Severe,Low,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Korean Peninsula Risk,2025,East Asia,China; Taiwan,Coalition B,Non-State Actors,Border incident,Severe,0.805,Low,Humanitarian crisis,Localized shock,High,None,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Korean Peninsula Risk,2025,East Asia,Russia; Ukraine,UN Mediation,Opposing Coalition,Proxy conflict,Severe,0.699,Low,Mass displacement,Localized shock,Low,Low,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Taiwan Strait Stability,2025,Latin America,Venezuela; United States,Regional Allies,Non-State Actors,Border incident,High,0.598,Low,Localized displacement,Regional recession,Moderate,High,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Korean Peninsula Risk,2025,South Asia,Israel; Egypt; Jordan; Saudi Arabia,UN Mediation,Hybrid Threats,Cyber attack,Low,0.288,Medium,Humanitarian crisis,Global market impact,Low,High,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Korean Peninsula Risk,2026,South Asia,North Korea; South Korea,Non-Aligned,Hybrid Threats,Proxy conflict,High,0.566,High,Mass displacement,Global market impact,Moderate,High,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Venezuela-US Tensions 2026,2024,Eastern Europe,China; Taiwan,UN Mediation,State Actors,Proxy conflict,Moderate,0.202,High,Localized displacement,Energy price spike,High,High,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Venezuela-US Tensions 2026,2024,Latin America,Russia; Ukraine,Coalition B,State Actors,Sanctions escalation,High,0.286,Medium,Regional displacement,Regional recession,High,Low,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Korean Peninsula Risk,2024,Eastern Europe,Russia; Ukraine,Coalition A,Opposing Coalition,Sanctions escalation,Low,0.727,Low,Mass displacement,Global market impact,High,High,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Venezuela-US Tensions 2026,2026,East Asia,Israel; Egypt; Jordan; Saudi Arabia,Coalition A,Hybrid Threats,Border incident,High,0.325,Medium,Mass displacement,Global market impact,Severe,Moderate,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Russia-Ukraine Conflict,2024,Eastern Europe,North Korea; South Korea,Coalition A,Hybrid Threats,Maritime confrontation,Low,0.642,Low,Localized displacement,Global market impact,High,None,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Russia-Ukraine Conflict,2024,Middle East,North Korea; South Korea,Regional Allies,State Actors,Cyber attack,Low,0.473,Low,Mass displacement,Energy price spike,High,Low,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Russia-Ukraine Conflict,2025,Eastern Europe,Israel; Egypt; Jordan; Saudi Arabia,Coalition B,Opposing Coalition,Airspace violation,Moderate,0.112,High,Regional displacement,Energy price spike,High,None,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Israel-Arab Tensions,2026,Latin America,India; Pakistan,Non-Aligned,Hybrid Threats,Sanctions escalation,High,0.466,Low,Localized displacement,Regional recession,Moderate,High,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Venezuela-US Tensions 2026,2025,Middle East,Israel; Egypt; Jordan; Saudi Arabia,Non-Aligned,State Actors,Border incident,Severe,0.8,High,Humanitarian crisis,Global market impact,High,Low,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Venezuela-US Tensions 2026,2026,Middle East,India; Pakistan,NATO,Hybrid Threats,Sanctions escalation,Moderate,0.167,High,Humanitarian crisis,Energy price spike,Severe,Moderate,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Russia-Ukraine Conflict,2024,Latin America,Venezuela; United States,NATO,Hybrid Threats,Maritime confrontation,Low,0.249,Medium,Regional displacement,Regional recession,Severe,Moderate,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Russia-Ukraine Conflict,2025,Middle East,China; Taiwan,Coalition B,Non-State Actors,Cyber attack,Severe,0.315,Low,Humanitarian crisis,Regional recession,High,None,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Taiwan Strait Stability,2026,Middle East,Venezuela; United States,UN Mediation,Non-State Actors,Cyber attack,High,0.817,Low,Mass displacement,Energy price spike,Severe,Low,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Russia-Ukraine Conflict,2026,East Asia,Russia; Ukraine,Coalition B,Opposing Coalition,Cyber attack,Severe,0.108,Low,Localized displacement,Localized shock,Severe,High,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Israel-Arab Tensions,2025,Eastern Europe,China; Taiwan,NATO,Non-State Actors,Airspace violation,Severe,0.466,High,Regional displacement,Regional recession,High,Moderate,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
India-Pakistan Escalation 2025,2024,Middle East,India; Pakistan,Coalition A,State Actors,Sanctions escalation,High,0.025,Medium,Mass displacement,Localized shock,Severe,Moderate,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Russia-Ukraine Conflict,2024,Eastern Europe,North Korea; South Korea,NATO,State Actors,Maritime confrontation,Low,0.718,Low,Mass displacement,Global market impact,Severe,Low,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Venezuela-US Tensions 2026,2025,Eastern Europe,North Korea; South Korea,Non-Aligned,Hybrid Threats,Sanctions escalation,Moderate,0.048,Low,Localized displacement,Localized shock,Low,High,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
India-Pakistan Escalation 2025,2026,East Asia,Venezuela; United States,Coalition B,Non-State Actors,Sanctions escalation,High,0.424,High,Regional displacement,Localized shock,Moderate,None,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Russia-Ukraine Conflict,2026,Latin America,India; Pakistan,Non-Aligned,Non-State Actors,Cyber attack,Severe,0.108,Low,Localized displacement,Localized shock,Moderate,Moderate,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Taiwan Strait Stability,2025,Middle East,North Korea; South Korea,NATO,Hybrid Threats,Maritime confrontation,Low,0.42,Medium,Humanitarian crisis,Localized shock,Severe,Moderate,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Israel-Arab Tensions,2026,Middle East,India; Pakistan,Coalition A,Opposing Coalition,Maritime confrontation,High,0.474,Medium,Humanitarian crisis,Localized shock,Moderate,None,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Israel-Arab Tensions,2024,East Asia,Israel; Egypt; Jordan; Saudi Arabia,Coalition A,State Actors,Maritime confrontation,Severe,0.39,Low,Humanitarian crisis,Regional recession,Severe,Low,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Taiwan Strait Stability,2026,Eastern Europe,Israel; Egypt; Jordan; Saudi Arabia,NATO,State Actors,Cyber attack,Moderate,0.043,Medium,Localized displacement,Localized shock,Moderate,None,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
India-Pakistan Escalation 2025,2025,Latin America,Venezuela; United States,Non-Aligned,Non-State Actors,Proxy conflict,Low,0.814,Low,Mass displacement,Energy price spike,Severe,Low,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
India-Pakistan Escalation 2025,2025,Latin America,Venezuela; United States,UN Mediation,State Actors,Sanctions escalation,Moderate,0.843,Medium,Localized displacement,Regional recession,Severe,High,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
Israel-Arab Tensions,2026,Eastern Europe,Venezuela; United States,NATO,Non-State Actors,Proxy conflict,High,0.517,Medium,Regional displacement,Localized shock,Low,High,Expected scenario assessment based on current risk signals,Expected scenario,Scenario expectation; subject to change
