conflict_name,start_year,end_year,theater,operation_name,country,alliance,role,casualties_mil_k,casualties_civ_k,military_personnel_k,front,outcome,conference_or_treaty,key_leader,equipment_focus,notes
World War II,1939,1946,North Africa,Okinawa,Canada,Allies,Expeditionary,1150.4,605.98,2899.95,North Africa,Allied Victory,United Nations Charter,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Asia,D-Day,Poland,Allies,Expeditionary,1488.49,577.82,386.68,Asia,Allied Victory,Yalta Conference,Adolf Hitler,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Eastern Front,Stalingrad,United States,Allies,Expeditionary,1165.45,1188.41,4539.86,Eastern Front,Allied Victory,Armistice,Joseph Stalin,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,North Africa,Iwo Jima,Japan,Axis,Naval,44.8,288.06,1262.29,North Africa,Allied Victory,Tehran Conference,Joseph Stalin,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,European,El Alamein,Canada,Allies,Belligerent,1120.18,434.22,1043.83,European,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Pacific,D-Day,United States,Allies,Expeditionary,983.83,507.62,3378.57,Pacific,Allied Victory,Yalta Conference,Hideki Tojo,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Eastern Front,Stalingrad,United States,Allies,Support,278.02,523.89,1839.62,Eastern Front,Allied Victory,Potsdam Conference,Hideki Tojo,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,European,D-Day,Germany,Axis,Naval,1096.58,722.49,957.1,European,Allied Victory,Yalta Conference,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Asia,D-Day,China,Allies,Belligerent,923.18,1166.26,3413.26,Asia,Allied Victory,United Nations Charter,Charles de Gaulle,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,North Africa,Okinawa,France,Allies,Expeditionary,290.15,1081.27,3268.63,North Africa,Allied Victory,Tehran Conference,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Asia,Battle of Britain,Italy,Axis,Support,61.36,388.88,3321.17,Asia,Allied Victory,Yalta Conference,Joseph Stalin,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Eastern Front,El Alamein,Poland,Allies,Support,34.53,835.32,676.33,Eastern Front,Allied Victory,United Nations Charter,Charles de Gaulle,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Eastern Front,Midway,Japan,Axis,Air,1440.19,856.41,2351.54,Eastern Front,Allied Victory,United Nations Charter,Winston Churchill,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Pacific,Barbarossa,Soviet Union,Allies,Expeditionary,902.56,632.28,3017.33,Pacific,Allied Victory,Armistice,Winston Churchill,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Atlantic,Stalingrad,Soviet Union,Allies,Support,563.28,574.94,3265.29,Atlantic,Allied Victory,Armistice,Adolf Hitler,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Pacific,Barbarossa,China,Allies,Support,1113.5,242.45,1442.11,Pacific,Allied Victory,Armistice,Adolf Hitler,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,European,Midway,Soviet Union,Allies,Air,317.85,1024.32,4978.05,European,Allied Victory,Tehran Conference,Winston Churchill,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,North Africa,Barbarossa,Canada,Allies,Support,391.28,949.01,4623.48,North Africa,Allied Victory,United Nations Charter,Adolf Hitler,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Eastern Front,Midway,China,Allies,Belligerent,1349.58,257.83,2331.49,Eastern Front,Allied Victory,Tehran Conference,Joseph Stalin,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Eastern Front,Midway,Canada,Allies,Naval,1492.82,1121.67,580.8,Eastern Front,Allied Victory,United Nations Charter,Charles de Gaulle,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,North Africa,Midway,Canada,Allies,Expeditionary,1116.83,680.2,2148.61,North Africa,Allied Victory,Tehran Conference,Joseph Stalin,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Asia,D-Day,Soviet Union,Allies,Expeditionary,888.68,395.49,4443.96,Asia,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Asia,Stalingrad,Italy,Axis,Naval,380.41,943.11,3111.08,Asia,Allied Victory,Yalta Conference,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Atlantic,D-Day,Poland,Allies,Support,1304.24,153.35,1947.1,Atlantic,Allied Victory,United Nations Charter,Charles de Gaulle,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Eastern Front,Battle of Britain,Japan,Axis,Belligerent,884.78,668.03,1235.57,Eastern Front,Allied Victory,Potsdam Conference,Hideki Tojo,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Atlantic,Midway,Soviet Union,Allies,Naval,617.99,8.74,2214.11,Atlantic,Allied Victory,Tehran Conference,Joseph Stalin,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Eastern Front,Okinawa,Germany,Axis,Air,131.08,1193.7,4719.78,Eastern Front,Allied Victory,Armistice,Joseph Stalin,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Atlantic,D-Day,United Kingdom,Allies,Naval,1382.05,954.61,1972.65,Atlantic,Allied Victory,Potsdam Conference,Winston Churchill,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,European,D-Day,Canada,Allies,Support,1422.54,1050.8,1015.07,European,Allied Victory,Potsdam Conference,Charles de Gaulle,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,European,El Alamein,Canada,Allies,Air,1235.53,392.75,851.46,European,Allied Victory,Potsdam Conference,Joseph Stalin,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Eastern Front,Iwo Jima,Japan,Axis,Air,882.35,706.94,1570.86,Eastern Front,Allied Victory,Yalta Conference,Hideki Tojo,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,European,Iwo Jima,Germany,Axis,Support,794.8,626.82,1670.62,European,Allied Victory,Potsdam Conference,Joseph Stalin,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Asia,D-Day,France,Allies,Support,940.17,296.78,1805.88,Asia,Allied Victory,Yalta Conference,Franklin D. Roosevelt,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,European,El Alamein,United Kingdom,Allies,Air,645.29,747.09,3370.4,European,Allied Victory,Yalta Conference,Charles de Gaulle,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Atlantic,Barbarossa,Canada,Allies,Support,1420.71,1051.56,2217.09,Atlantic,Allied Victory,Armistice,Charles de Gaulle,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Eastern Front,Iwo Jima,Japan,Axis,Air,1438.47,106.4,2748.16,Eastern Front,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Eastern Front,D-Day,Japan,Axis,Naval,1495.78,267.97,4294.04,Eastern Front,Allied Victory,United Nations Charter,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Asia,Okinawa,Soviet Union,Allies,Belligerent,61.7,113.77,979.81,Asia,Allied Victory,Yalta Conference,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Eastern Front,Stalingrad,Germany,Axis,Air,231.21,311.56,4732.65,Eastern Front,Allied Victory,United Nations Charter,Adolf Hitler,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,European,Stalingrad,France,Allies,Expeditionary,991.01,410.48,849.42,European,Allied Victory,Armistice,Adolf Hitler,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,North Africa,Okinawa,Poland,Allies,Air,193.87,646.72,4669.21,North Africa,Allied Victory,Potsdam Conference,Winston Churchill,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,European,D-Day,Japan,Axis,Support,1463.19,145.5,2185.02,European,Allied Victory,Armistice,Winston Churchill,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Atlantic,Iwo Jima,China,Allies,Expeditionary,939.82,817.79,1454.1,Atlantic,Allied Victory,Yalta Conference,Joseph Stalin,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,European,Okinawa,France,Allies,Expeditionary,1024.74,1097.29,1611.23,European,Allied Victory,Armistice,Adolf Hitler,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Asia,Midway,France,Allies,Support,1312.78,684.49,2521.88,Asia,Allied Victory,Yalta Conference,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,North Africa,El Alamein,Japan,Axis,Naval,485.25,1161.66,4142.63,North Africa,Allied Victory,Armistice,Franklin D. Roosevelt,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Pacific,Barbarossa,Germany,Axis,Expeditionary,1154.42,892.79,3608.15,Pacific,Allied Victory,Armistice,Hideki Tojo,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,North Africa,Okinawa,Canada,Allies,Air,412.63,99.01,4347.35,North Africa,Allied Victory,Armistice,Charles de Gaulle,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Atlantic,Barbarossa,United States,Allies,Belligerent,393.11,326.44,1485.85,Atlantic,Allied Victory,United Nations Charter,Winston Churchill,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Pacific,Okinawa,Japan,Axis,Air,1060.37,10.75,3254.33,Pacific,Allied Victory,Yalta Conference,Joseph Stalin,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,North Africa,Iwo Jima,France,Allies,Expeditionary,540.52,946.78,1092.51,North Africa,Allied Victory,Armistice,Charles de Gaulle,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,North Africa,Stalingrad,Poland,Allies,Support,1260.52,388.94,1019.64,North Africa,Allied Victory,Yalta Conference,Joseph Stalin,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,North Africa,Okinawa,Canada,Allies,Air,537.72,219.89,952.05,North Africa,Allied Victory,Tehran Conference,Joseph Stalin,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Pacific,Barbarossa,Canada,Allies,Belligerent,985.14,599.74,4580.59,Pacific,Allied Victory,Tehran Conference,Adolf Hitler,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,European,Iwo Jima,Japan,Axis,Belligerent,1054.62,355.26,4371.15,European,Allied Victory,Yalta Conference,Adolf Hitler,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Atlantic,Midway,Canada,Allies,Air,1319.09,587.64,2522.35,Atlantic,Allied Victory,Armistice,Hideki Tojo,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Atlantic,Battle of Britain,Poland,Allies,Expeditionary,902.74,1046.11,3852.29,Atlantic,Allied Victory,Armistice,Franklin D. Roosevelt,Infantry,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Asia,Okinawa,France,Allies,Air,227.14,499.95,3298.1,Asia,Allied Victory,United Nations Charter,Adolf Hitler,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1946,European,Iwo Jima,Poland,Allies,Support,85.98,235.43,4675.03,European,Allied Victory,United Nations Charter,Winston Churchill,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Pacific,D-Day,Poland,Allies,Naval,46.12,503.58,962.09,Pacific,Allied Victory,Yalta Conference,Charles de Gaulle,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Pacific,Okinawa,Canada,Allies,Expeditionary,275.54,944.15,3050.69,Pacific,Allied Victory,Tehran Conference,Winston Churchill,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1940,1945,Pacific,D-Day,Canada,Allies,Belligerent,497.6,894.14,3315.58,Pacific,Allied Victory,Yalta Conference,Adolf Hitler,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Asia,Iwo Jima,Italy,Axis,Expeditionary,666.55,35.18,1060.31,Asia,Allied Victory,Tehran Conference,Joseph Stalin,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Eastern Front,El Alamein,Poland,Allies,Support,34.62,231.77,1710.71,Eastern Front,Allied Victory,Potsdam Conference,Franklin D. Roosevelt,Armored Warfare,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,North Africa,Midway,Soviet Union,Allies,Expeditionary,175.11,362.62,495.95,North Africa,Allied Victory,Yalta Conference,Joseph Stalin,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1945,Asia,Iwo Jima,Soviet Union,Allies,Expeditionary,329.59,793.26,305.7,Asia,Allied Victory,United Nations Charter,Adolf Hitler,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1945,Atlantic,Stalingrad,United Kingdom,Allies,Air,1089.66,263.66,3800.59,Atlantic,Allied Victory,Tehran Conference,Joseph Stalin,Radar,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,Eastern Front,Midway,Poland,Allies,Naval,280.18,270.01,4348.86,Eastern Front,Allied Victory,Armistice,Franklin D. Roosevelt,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1945,Pacific,Midway,France,Allies,Air,470.77,751.73,244.88,Pacific,Allied Victory,Potsdam Conference,Charles de Gaulle,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1942,1946,Pacific,Battle of Britain,Canada,Allies,Belligerent,671.99,475.93,2153.17,Pacific,Allied Victory,Potsdam Conference,Hideki Tojo,Submarines,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1941,1946,Atlantic,Midway,Germany,Axis,Support,1212.73,301.86,3710.88,Atlantic,Allied Victory,United Nations Charter,Joseph Stalin,Aircraft Carriers,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
World War II,1939,1946,North Africa,Barbarossa,Soviet Union,Allies,Support,1269.38,611.24,4908.83,North Africa,Allied Victory,United Nations Charter,Charles de Gaulle,Strategic Bombing,Allied victory; Axis powers defeated; UN formed; post-war reconstruction
