issue_label,year,region,primary_parties,escalation_level,nuclear_risk,cyber_domain,economic_impact,probability_estimate,risk_index,risk_tier,archetype,anomaly_flag,predicted_tier
Russia-Ukraine Conflict,2024,South Asia,Russia; Ukraine,High,Moderate,Severe,Global market impact,0.452,75.6,🔴 Critical,Proxy War,1,🔴 Critical
Israel-Arab Tensions,2024,South Asia,China; Taiwan,Moderate,Moderate,Moderate,Localized shock,0.103,36.6,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Russia-Ukraine Conflict,2024,Latin America,Venezuela; United States,Moderate,Moderate,Low,Global market impact,0.349,44.5,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Korean Peninsula Risk,2024,Latin America,North Korea; South Korea,High,None,Low,Localized shock,0.398,24.2,🟢 Low,Nuclear Standoff,1,🟢 Low
Russia-Ukraine Conflict,2025,Eastern Europe,Venezuela; United States,Moderate,High,High,Global market impact,0.138,64.2,🟠 High,Direct Confrontation,1,🟠 High
Taiwan Strait Stability,2024,Middle East,Russia; Ukraine,Severe,Low,Severe,Regional recession,0.277,63.1,🟠 High,Proxy War,1,🟠 High
Russia-Ukraine Conflict,2026,East Asia,Venezuela; United States,Low,High,Low,Energy price spike,0.079,39.7,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
India-Pakistan Escalation 2025,2026,South Asia,North Korea; South Korea,Low,Moderate,Severe,Localized shock,0.188,44.0,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
India-Pakistan Escalation 2025,2026,Middle East,Russia; Ukraine,Low,Moderate,High,Energy price spike,0.033,38.9,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Russia-Ukraine Conflict,2024,South Asia,Israel; Egypt; Jordan; Saudi Arabia,High,High,High,Localized shock,0.274,68.9,🟠 High,Proxy War,1,🟠 High
India-Pakistan Escalation 2025,2026,East Asia,Russia; Ukraine,Moderate,Moderate,Moderate,Regional recession,0.573,50.7,🟠 High,Cyber-Dominant,1,🟠 High
Venezuela-US Tensions 2026,2025,East Asia,Venezuela; United States,Low,High,High,Energy price spike,0.232,54.1,🟠 High,Direct Confrontation,1,🟠 High
Taiwan Strait Stability,2025,Latin America,Russia; Ukraine,High,Moderate,Severe,Global market impact,0.394,74.5,🟠 High,Proxy War,1,🟠 High
Venezuela-US Tensions 2026,2026,South Asia,India; Pakistan,High,None,Low,Regional recession,0.72,35.7,🟡 Moderate,Nuclear Standoff,1,🟡 Moderate
India-Pakistan Escalation 2025,2024,Middle East,Israel; Egypt; Jordan; Saudi Arabia,High,Moderate,Moderate,Global market impact,0.726,68.7,🟠 High,Nuclear Standoff,1,🟠 High
Russia-Ukraine Conflict,2024,Eastern Europe,Russia; Ukraine,Low,Moderate,High,Energy price spike,0.452,46.3,🟡 Moderate,Cyber-Dominant,1,🟡 Moderate
Taiwan Strait Stability,2024,Middle East,China; Taiwan,High,Low,Moderate,Global market impact,0.474,52.5,🟠 High,Nuclear Standoff,1,🟠 High
Israel-Arab Tensions,2025,Middle East,Venezuela; United States,Severe,Low,Low,Localized shock,0.47,43.1,🟡 Moderate,Nuclear Standoff,1,🟡 Moderate
Korean Peninsula Risk,2024,Middle East,India; Pakistan,High,Low,Severe,Global market impact,0.689,68.0,🟠 High,Proxy War,1,🟠 High
India-Pakistan Escalation 2025,2026,Middle East,North Korea; South Korea,Severe,Moderate,Moderate,Energy price spike,0.132,58.2,🟠 High,Nuclear Standoff,1,🟠 High
Korean Peninsula Risk,2026,East Asia,Russia; Ukraine,Moderate,None,Moderate,Regional recession,0.024,17.6,🟢 Low,Direct Confrontation,1,🟢 Low
Israel-Arab Tensions,2024,Eastern Europe,Israel; Egypt; Jordan; Saudi Arabia,Severe,High,Moderate,Regional recession,0.204,73.5,🟠 High,Nuclear Standoff,1,🟠 High
Taiwan Strait Stability,2026,South Asia,India; Pakistan,Low,High,Moderate,Global market impact,0.2,53.6,🟠 High,Direct Confrontation,1,🟠 High
Venezuela-US Tensions 2026,2025,Eastern Europe,China; Taiwan,Severe,None,High,Energy price spike,0.656,49.8,🟡 Moderate,Proxy War,1,🟡 Moderate
Israel-Arab Tensions,2024,Latin America,Russia; Ukraine,Severe,None,Moderate,Energy price spike,0.098,34.2,🟡 Moderate,Nuclear Standoff,1,🟡 Moderate
Taiwan Strait Stability,2026,South Asia,North Korea; South Korea,Severe,High,High,Localized shock,0.589,80.3,🔴 Critical,Proxy War,1,🔴 Critical
Korean Peninsula Risk,2024,South Asia,North Korea; South Korea,Low,Moderate,High,Localized shock,0.193,38.2,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Taiwan Strait Stability,2024,South Asia,India; Pakistan,High,None,Severe,Regional recession,0.099,42.4,🟡 Moderate,Proxy War,1,🟡 Moderate
Israel-Arab Tensions,2026,Middle East,North Korea; South Korea,Severe,None,High,Global market impact,0.175,47.2,🟡 Moderate,Proxy War,1,🟡 Moderate
Russia-Ukraine Conflict,2026,Middle East,North Korea; South Korea,Low,Low,High,Regional recession,0.585,39.2,🟡 Moderate,Cyber-Dominant,1,🟡 Moderate
Korean Peninsula Risk,2024,South Asia,North Korea; South Korea,Moderate,High,High,Regional recession,0.603,68.8,🟠 High,Cyber-Dominant,1,🟠 High
Israel-Arab Tensions,2026,East Asia,Russia; Ukraine,Severe,Low,Moderate,Energy price spike,0.227,48.2,🟡 Moderate,Nuclear Standoff,1,🟡 Moderate
Russia-Ukraine Conflict,2024,Eastern Europe,Israel; Egypt; Jordan; Saudi Arabia,Severe,High,Severe,Global market impact,0.435,92.8,🔴 Critical,Proxy War,-1,🔴 Critical
Russia-Ukraine Conflict,2026,South Asia,China; Taiwan,Low,High,Severe,Regional recession,0.315,63.8,🟠 High,Direct Confrontation,1,🟠 High
Russia-Ukraine Conflict,2024,East Asia,North Korea; South Korea,Severe,Moderate,High,Global market impact,0.357,73.9,🟠 High,Proxy War,1,🟠 High
Korean Peninsula Risk,2024,Latin America,China; Taiwan,Moderate,Low,Moderate,Energy price spike,0.465,34.8,🟡 Moderate,Cyber-Dominant,1,🟡 Moderate
Korean Peninsula Risk,2026,South Asia,Israel; Egypt; Jordan; Saudi Arabia,Severe,Moderate,Severe,Localized shock,0.241,68.3,🟠 High,Proxy War,1,🟠 High
Venezuela-US Tensions 2026,2024,Middle East,China; Taiwan,Low,High,Low,Energy price spike,0.228,42.3,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Israel-Arab Tensions,2024,East Asia,Israel; Egypt; Jordan; Saudi Arabia,Moderate,Low,Severe,Energy price spike,0.172,41.3,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Venezuela-US Tensions 2026,2024,Eastern Europe,Israel; Egypt; Jordan; Saudi Arabia,Moderate,High,High,Localized shock,0.042,53.1,🟠 High,Direct Confrontation,1,🟠 High
Venezuela-US Tensions 2026,2024,East Asia,Israel; Egypt; Jordan; Saudi Arabia,Low,None,Low,Regional recession,0.3,10.8,🟢 Low,Direct Confrontation,1,🟢 Low
Korean Peninsula Risk,2024,Middle East,Venezuela; United States,Moderate,Moderate,Severe,Global market impact,0.065,57.0,🟠 High,Direct Confrontation,1,🟠 High
Russia-Ukraine Conflict,2026,East Asia,China; Taiwan,Low,High,High,Regional recession,0.753,65.6,🟠 High,Cyber-Dominant,1,🟠 High
Venezuela-US Tensions 2026,2025,Latin America,Russia; Ukraine,Severe,Moderate,Low,Localized shock,0.612,57.3,🟠 High,Nuclear Standoff,1,🟠 High
Korean Peninsula Risk,2026,Eastern Europe,Israel; Egypt; Jordan; Saudi Arabia,Moderate,Low,Severe,Global market impact,0.271,48.9,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Korean Peninsula Risk,2026,Middle East,Israel; Egypt; Jordan; Saudi Arabia,Moderate,Low,Moderate,Global market impact,0.141,34.9,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
India-Pakistan Escalation 2025,2026,Latin America,North Korea; South Korea,High,None,Moderate,Localized shock,0.832,37.7,🟡 Moderate,Nuclear Standoff,1,🟡 Moderate
Korean Peninsula Risk,2024,East Asia,China; Taiwan,Low,None,Severe,Regional recession,0.22,27.0,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Korean Peninsula Risk,2026,Middle East,Israel; Egypt; Jordan; Saudi Arabia,Low,High,Severe,Energy price spike,0.514,64.9,🟠 High,Cyber-Dominant,1,🟠 High
Taiwan Strait Stability,2024,Latin America,India; Pakistan,High,None,Moderate,Regional recession,0.77,42.5,🟡 Moderate,Nuclear Standoff,1,🟡 Moderate
Taiwan Strait Stability,2026,Middle East,North Korea; South Korea,High,Moderate,Low,Regional recession,0.399,53.5,🟠 High,Nuclear Standoff,1,🟠 High
Korean Peninsula Risk,2026,South Asia,Venezuela; United States,High,High,Low,Localized shock,0.215,56.2,🟠 High,Nuclear Standoff,1,🟠 High
Taiwan Strait Stability,2024,South Asia,China; Taiwan,Low,Low,Severe,Localized shock,0.225,32.9,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Venezuela-US Tensions 2026,2025,South Asia,North Korea; South Korea,Low,Low,Low,Localized shock,0.075,12.7,🟢 Low,Direct Confrontation,-1,🟢 Low
Israel-Arab Tensions,2025,East Asia,North Korea; South Korea,High,Moderate,Moderate,Energy price spike,0.66,61.6,🟠 High,Nuclear Standoff,1,🟠 High
India-Pakistan Escalation 2025,2025,Middle East,India; Pakistan,Severe,None,High,Global market impact,0.81,58.4,🟠 High,Proxy War,1,🟠 High
India-Pakistan Escalation 2025,2026,Middle East,North Korea; South Korea,High,High,Severe,Global market impact,0.238,83.5,🔴 Critical,Proxy War,1,🔴 Critical
Taiwan Strait Stability,2026,Latin America,North Korea; South Korea,High,Moderate,Severe,Global market impact,0.695,79.8,🔴 Critical,Proxy War,1,🔴 Critical
Israel-Arab Tensions,2026,Eastern Europe,China; Taiwan,High,Moderate,Low,Localized shock,0.606,51.3,🟠 High,Nuclear Standoff,1,🟠 High
Korean Peninsula Risk,2024,East Asia,Russia; Ukraine,Moderate,None,High,Regional recession,0.328,28.8,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Israel-Arab Tensions,2026,South Asia,Venezuela; United States,Moderate,Low,Low,Regional recession,0.35,29.2,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Taiwan Strait Stability,2026,Middle East,China; Taiwan,Low,Moderate,Severe,Global market impact,0.344,56.1,🟠 High,Direct Confrontation,1,🟠 High
Israel-Arab Tensions,2025,Latin America,India; Pakistan,Low,Low,Severe,Localized shock,0.537,38.4,🟡 Moderate,Cyber-Dominant,1,🟡 Moderate
Israel-Arab Tensions,2026,Eastern Europe,India; Pakistan,Severe,None,High,Regional recession,0.03,41.2,🟡 Moderate,Proxy War,1,🟡 Moderate
Taiwan Strait Stability,2024,Middle East,Venezuela; United States,Low,Low,Severe,Localized shock,0.45,36.9,🟡 Moderate,Cyber-Dominant,1,🟡 Moderate
Taiwan Strait Stability,2024,Eastern Europe,Venezuela; United States,Moderate,None,High,Global market impact,0.019,26.9,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Russia-Ukraine Conflict,2024,Eastern Europe,China; Taiwan,Moderate,High,Severe,Global market impact,0.732,80.5,🔴 Critical,Cyber-Dominant,1,🔴 Critical
Taiwan Strait Stability,2025,Eastern Europe,India; Pakistan,Low,None,High,Localized shock,0.722,24.1,🟢 Low,Cyber-Dominant,1,🟢 Low
Korean Peninsula Risk,2024,South Asia,Venezuela; United States,High,Low,Moderate,Localized shock,0.592,45.2,🟡 Moderate,Nuclear Standoff,1,🟡 Moderate
Israel-Arab Tensions,2024,East Asia,China; Taiwan,High,High,Severe,Localized shock,0.244,74.2,🟠 High,Proxy War,1,🟠 High
Taiwan Strait Stability,2026,East Asia,China; Taiwan,Severe,None,Severe,Localized shock,0.032,41.2,🟡 Moderate,Proxy War,-1,🟡 Moderate
India-Pakistan Escalation 2025,2026,South Asia,China; Taiwan,Low,Low,Low,Global market impact,0.315,26.3,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
India-Pakistan Escalation 2025,2025,South Asia,Russia; Ukraine,Low,Moderate,High,Global market impact,0.706,56.6,🟠 High,Cyber-Dominant,1,🟠 High
Venezuela-US Tensions 2026,2026,East Asia,China; Taiwan,Severe,Low,Low,Energy price spike,0.198,41.8,🟡 Moderate,Nuclear Standoff,1,🟡 Moderate
Venezuela-US Tensions 2026,2024,East Asia,China; Taiwan,Low,Low,Severe,Energy price spike,0.626,43.5,🟡 Moderate,Cyber-Dominant,1,🟡 Moderate
Taiwan Strait Stability,2025,East Asia,Israel; Egypt; Jordan; Saudi Arabia,Severe,High,High,Global market impact,0.081,80.8,🔴 Critical,Proxy War,1,🔴 Critical
Taiwan Strait Stability,2024,Latin America,China; Taiwan,Low,None,Low,Regional recession,0.672,17.3,🟢 Low,Cyber-Dominant,1,🟢 Low
India-Pakistan Escalation 2025,2025,Middle East,North Korea; South Korea,Moderate,High,Severe,Global market impact,0.565,77.5,🔴 Critical,Cyber-Dominant,1,🔴 Critical
Israel-Arab Tensions,2024,Latin America,China; Taiwan,Severe,Moderate,Low,Global market impact,0.739,68.9,🟠 High,Nuclear Standoff,1,🟠 High
Venezuela-US Tensions 2026,2024,Middle East,China; Taiwan,Moderate,None,Low,Localized shock,0.811,19.8,🟢 Low,Cyber-Dominant,-1,🟢 Low
Korean Peninsula Risk,2024,Middle East,India; Pakistan,Low,Low,Moderate,Regional recession,0.279,28.0,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Venezuela-US Tensions 2026,2024,Middle East,China; Taiwan,Moderate,Moderate,Low,Energy price spike,0.105,34.3,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Venezuela-US Tensions 2026,2026,Middle East,Russia; Ukraine,Severe,None,Severe,Localized shock,0.626,51.7,🟠 High,Proxy War,1,🟠 High
Venezuela-US Tensions 2026,2025,Latin America,North Korea; South Korea,Low,None,Moderate,Energy price spike,0.095,10.7,🟢 Low,Direct Confrontation,1,🟢 Low
Korean Peninsula Risk,2024,Eastern Europe,North Korea; South Korea,Moderate,None,Severe,Global market impact,0.011,32.6,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Israel-Arab Tensions,2025,Middle East,India; Pakistan,Moderate,Moderate,Moderate,Energy price spike,0.439,46.0,🟡 Moderate,Cyber-Dominant,1,🟡 Moderate
India-Pakistan Escalation 2025,2026,Middle East,North Korea; South Korea,Low,High,Moderate,Energy price spike,0.609,54.9,🟠 High,Cyber-Dominant,1,🟠 High
India-Pakistan Escalation 2025,2025,Eastern Europe,China; Taiwan,High,Moderate,High,Localized shock,0.801,66.5,🟠 High,Proxy War,1,🟠 High
Taiwan Strait Stability,2024,Eastern Europe,North Korea; South Korea,Severe,High,Moderate,Energy price spike,0.797,81.6,🔴 Critical,Nuclear Standoff,1,🔴 Critical
Taiwan Strait Stability,2025,Eastern Europe,India; Pakistan,Moderate,High,Low,Global market impact,0.15,52.7,🟠 High,Direct Confrontation,1,🟠 High
Israel-Arab Tensions,2026,South Asia,India; Pakistan,Low,None,Severe,Regional recession,0.376,29.7,🟡 Moderate,Direct Confrontation,1,🟡 Moderate
Venezuela-US Tensions 2026,2026,Middle East,Israel; Egypt; Jordan; Saudi Arabia,Low,Moderate,Low,Energy price spike,0.809,40.8,🟡 Moderate,Cyber-Dominant,1,🟡 Moderate
India-Pakistan Escalation 2025,2024,Latin America,Venezuela; United States,Moderate,Low,Low,Regional recession,0.794,37.0,🟡 Moderate,Cyber-Dominant,1,🟡 Moderate
Venezuela-US Tensions 2026,2026,Eastern Europe,India; Pakistan,Severe,High,Low,Localized shock,0.484,66.7,🟠 High,Nuclear Standoff,1,🟠 High
Israel-Arab Tensions,2026,Eastern Europe,China; Taiwan,Moderate,None,Moderate,Localized shock,0.55,21.0,🟢 Low,Cyber-Dominant,1,🟢 Low
Venezuela-US Tensions 2026,2024,Eastern Europe,Russia; Ukraine,Moderate,Moderate,High,Global market impact,0.349,56.2,🟠 High,Direct Confrontation,1,🟠 High
Korean Peninsula Risk,2024,East Asia,India; Pakistan,Severe,High,Severe,Localized shock,0.091,77.4,🔴 Critical,Proxy War,-1,🔴 Critical
Russia-Ukraine Conflict,2025,South Asia,Israel; Egypt; Jordan; Saudi Arabia,Severe,High,Moderate,Regional recession,0.512,79.0,🔴 Critical,Nuclear Standoff,1,🔴 Critical
Korean Peninsula Risk,2026,Eastern Europe,North Korea; South Korea,High,Low,Severe,Global market impact,0.294,61.1,🟠 High,Proxy War,1,🟠 High
Russia-Ukraine Conflict,2024,East Asia,Israel; Egypt; Jordan; Saudi Arabia,Low,None,Moderate,Energy price spike,0.422,16.4,🟢 Low,Direct Confrontation,1,🟢 Low
Taiwan Strait Stability,2024,East Asia,North Korea; South Korea,Moderate,Moderate,Low,Localized shock,0.43,36.5,🟡 Moderate,Cyber-Dominant,1,🟡 Moderate
Korean Peninsula Risk,2025,South Asia,Venezuela; United States,Low,None,Moderate,Regional recession,0.289,16.5,🟢 Low,Direct Confrontation,1,🟢 Low
Russia-Ukraine Conflict,2025,East Asia,Venezuela; United States,High,High,High,Global market impact,0.383,80.2,🔴 Critical,Proxy War,1,🔴 Critical
Israel-Arab Tensions,2025,East Asia,Venezuela; United States,Severe,High,Low,Regional recession,0.469,72.3,🟠 High,Nuclear Standoff,1,🟠 High
Korean Peninsula Risk,2025,Eastern Europe,Israel; Egypt; Jordan; Saudi Arabia,High,High,High,Regional recession,0.148,72.6,🟠 High,Proxy War,1,🟠 High
Russia-Ukraine Conflict,2026,South Asia,North Korea; South Korea,Severe,Moderate,High,Localized shock,0.179,61.4,🟠 High,Proxy War,1,🟠 High
Korean Peninsula Risk,2024,Eastern Europe,North Korea; South Korea,Moderate,Moderate,Moderate,Global market impact,0.337,50.1,🟠 High,Direct Confrontation,1,🟠 High
Russia-Ukraine Conflict,2025,Middle East,Russia; Ukraine,Severe,Moderate,Moderate,Energy price spike,0.832,70.5,🟠 High,Nuclear Standoff,1,🟠 High
Taiwan Strait Stability,2025,East Asia,Israel; Egypt; Jordan; Saudi Arabia,High,Moderate,High,Energy price spike,0.777,69.6,🟠 High,Proxy War,1,🟠 High
Korean Peninsula Risk,2024,Eastern Europe,Russia; Ukraine,High,High,Moderate,Global market impact,0.25,72.0,🟠 High,Nuclear Standoff,1,🟠 High
Venezuela-US Tensions 2026,2025,Eastern Europe,China; Taiwan,Severe,High,Moderate,Localized shock,0.144,66.6,🟠 High,Nuclear Standoff,1,🟠 High
Venezuela-US Tensions 2026,2025,Middle East,India; Pakistan,High,Moderate,High,Global market impact,0.391,68.6,🟠 High,Proxy War,1,🟠 High
India-Pakistan Escalation 2025,2025,South Asia,India; Pakistan,Low,Low,Severe,Localized shock,0.781,42.7,🟡 Moderate,Cyber-Dominant,1,🟡 Moderate
India-Pakistan Escalation 2025,2024,Middle East,Venezuela; United States,High,None,Low,Regional recession,0.255,27.6,🟡 Moderate,Nuclear Standoff,1,🟡 Moderate
Venezuela-US Tensions 2026,2026,South Asia,Israel; Egypt; Jordan; Saudi Arabia,Low,Low,Low,Energy price spike,0.47,23.1,🟢 Low,Cyber-Dominant,1,🟢 Low
Venezuela-US Tensions 2026,2025,Eastern Europe,Russia; Ukraine,High,None,Moderate,Global market impact,0.528,41.7,🟡 Moderate,Nuclear Standoff,1,🟡 Moderate
Russia-Ukraine Conflict,2026,South Asia,China; Taiwan,Moderate,Low,Low,Energy price spike,0.462,28.9,🟡 Moderate,Cyber-Dominant,1,🟡 Moderate
Russia-Ukraine Conflict,2024,Latin America,Russia; Ukraine,Severe,High,High,Regional recession,0.753,89.1,🔴 Critical,Proxy War,1,🔴 Critical
India-Pakistan Escalation 2025,2026,East Asia,North Korea; South Korea,Severe,None,Severe,Energy price spike,0.204,47.8,🟡 Moderate,Proxy War,1,🟡 Moderate
Taiwan Strait Stability,2024,South Asia,Israel; Egypt; Jordan; Saudi Arabia,Severe,None,Moderate,Regional recession,0.121,36.9,🟡 Moderate,Nuclear Standoff,1,🟡 Moderate
Israel-Arab Tensions,2025,Middle East,Venezuela; United States,Moderate,Moderate,High,Regional recession,0.643,57.8,🟠 High,Cyber-Dominant,1,🟠 High
Israel-Arab Tensions,2025,Eastern Europe,Venezuela; United States,Moderate,None,Low,Regional recession,0.043,12.1,🟢 Low,Direct Confrontation,-1,🟢 Low
India-Pakistan Escalation 2025,2025,East Asia,North Korea; South Korea,High,Moderate,High,Regional recession,0.727,71.0,🟠 High,Proxy War,1,🟠 High
India-Pakistan Escalation 2025,2024,Middle East,Russia; Ukraine,High,Low,High,Global market impact,0.459,58.1,🟠 High,Proxy War,1,🟠 High
India-Pakistan Escalation 2025,2024,Latin America,India; Pakistan,High,High,Low,Energy price spike,0.339,61.8,🟠 High,Nuclear Standoff,1,🟠 High
