issue_label,year,region,primary_parties,escalation_level,nuclear_risk,cyber_domain,economic_impact,confidence,probability_estimate,escalation_score,nuclear_score,cyber_score,prob_score,economic_score,raw_risk_score,risk_index,risk_tier,anomaly_flag,anomaly_score,predicted_tier_num,predicted_tier,cluster,archetype
India-Pakistan Escalation 2025,2024,Latin America,China; Taiwan,Moderate,Moderate,Severe,Regional recession,Low,0.292,10,20,20,4.38,7,61.38,57.5,🟠 High,1,-0.49850603274790045,2,🟠 High,1,Direct Confrontation
Venezuela-US Tensions 2026,2024,East Asia,Russia; Ukraine,Moderate,None,Severe,Global market impact,High,0.483,10,0,20,7.24,10,47.24,40.9,🟡 Moderate,1,-0.5446890551882394,1,🟡 Moderate,2,Cyber-Dominant
India-Pakistan Escalation 2025,2026,South Asia,Israel; Egypt; Jordan; Saudi Arabia,Moderate,None,Severe,Energy price spike,High,0.495,10,0,20,7.42,5,42.42,35.3,🟡 Moderate,1,-0.5201425049928583,1,🟡 Moderate,2,Cyber-Dominant
Taiwan Strait Stability,2025,Eastern Europe,North Korea; South Korea,Severe,Low,High,Energy price spike,High,0.789,25,10,15,11.84,5,66.84,63.9,🟠 High,1,-0.5393962300730964,2,🟠 High,0,Proxy War
Russia-Ukraine Conflict,2025,South Asia,Venezuela; United States,Severe,Low,Moderate,Localized shock,High,0.792,25,10,10,11.88,2,58.88,54.6,🟠 High,1,-0.5603248757487365,2,🟠 High,3,Nuclear Standoff
Taiwan Strait Stability,2024,Latin America,Russia; Ukraine,Low,Moderate,Severe,Localized shock,High,0.684,5,20,20,10.26,2,57.26,52.7,🟠 High,1,-0.5566280987448157,2,🟠 High,2,Cyber-Dominant
Taiwan Strait Stability,2026,Eastern Europe,Venezuela; United States,Severe,Moderate,Severe,Localized shock,High,0.306,25,20,20,4.59,2,71.59,69.5,🟠 High,1,-0.55504757608024,2,🟠 High,0,Proxy War
India-Pakistan Escalation 2025,2024,Eastern Europe,Venezuela; United States,High,None,Low,Regional recession,Low,0.581,20,0,5,8.72,7,40.72,33.3,🟡 Moderate,1,-0.5365904675275492,1,🟡 Moderate,3,Nuclear Standoff
India-Pakistan Escalation 2025,2024,Middle East,Russia; Ukraine,Low,Moderate,High,Regional recession,High,0.064,5,20,15,0.96,7,47.96,41.8,🟡 Moderate,1,-0.5192933257470081,1,🟡 Moderate,1,Direct Confrontation
India-Pakistan Escalation 2025,2026,East Asia,Israel; Egypt; Jordan; Saudi Arabia,Low,Low,Moderate,Global market impact,High,0.067,5,10,10,1.01,10,36.01,27.8,🟡 Moderate,1,-0.5591677262343928,1,🟡 Moderate,1,Direct Confrontation
Venezuela-US Tensions 2026,2025,East Asia,Israel; Egypt; Jordan; Saudi Arabia,High,None,Severe,Regional recession,Medium,0.724,20,0,20,10.86,7,57.86,53.4,🟠 High,1,-0.5408313194328764,2,🟠 High,0,Proxy War
Russia-Ukraine Conflict,2024,Middle East,North Korea; South Korea,Moderate,Low,High,Regional recession,Low,0.117,10,10,15,1.76,7,43.76,36.9,🟡 Moderate,1,-0.49574326916092326,1,🟡 Moderate,1,Direct Confrontation
Venezuela-US Tensions 2026,2025,Eastern Europe,Venezuela; United States,Moderate,None,Severe,Localized shock,High,0.393,10,0,20,5.9,2,37.9,30.0,🟡 Moderate,1,-0.5563648911287868,1,🟡 Moderate,1,Direct Confrontation
Taiwan Strait Stability,2025,Middle East,China; Taiwan,High,None,Low,Regional recession,Low,0.33,20,0,5,4.95,7,36.95,28.9,🟡 Moderate,1,-0.5311895464637104,1,🟡 Moderate,3,Nuclear Standoff
Israel-Arab Tensions,2024,East Asia,Venezuela; United States,Severe,None,Severe,Energy price spike,Medium,0.419,25,0,20,6.28,5,56.28,51.5,🟠 High,1,-0.5400184530033221,2,🟠 High,0,Proxy War
Korean Peninsula Risk,2025,Middle East,Venezuela; United States,Low,Low,Low,Regional recession,High,0.637,5,10,5,9.56,7,36.56,28.4,🟡 Moderate,1,-0.5278941817836877,1,🟡 Moderate,2,Cyber-Dominant
Venezuela-US Tensions 2026,2025,Latin America,Russia; Ukraine,High,Low,Severe,Regional recession,Medium,0.735,20,10,20,11.02,7,68.02,65.3,🟠 High,1,-0.5286099332573334,2,🟠 High,0,Proxy War
Korean Peninsula Risk,2024,South Asia,Israel; Egypt; Jordan; Saudi Arabia,Low,None,Moderate,Localized shock,Low,0.562,5,0,10,8.43,2,25.43,15.4,🟢 Low,1,-0.554752759056481,0,🟢 Low,2,Cyber-Dominant
Korean Peninsula Risk,2025,Middle East,Israel; Egypt; Jordan; Saudi Arabia,Low,None,Severe,Global market impact,High,0.83,5,0,20,12.45,10,47.45,41.2,🟡 Moderate,-1,-0.5891590344302101,1,🟡 Moderate,2,Cyber-Dominant
Korean Peninsula Risk,2026,South Asia,Russia; Ukraine,Severe,High,Moderate,Energy price spike,Low,0.411,25,30,10,6.16,5,76.16,74.8,🟠 High,1,-0.5241758226062876,2,🟠 High,3,Nuclear Standoff
Korean Peninsula Risk,2026,East Asia,North Korea; South Korea,Low,Low,Severe,Regional recession,Low,0.356,5,10,20,5.34,7,47.34,41.1,🟡 Moderate,1,-0.5106992385051226,1,🟡 Moderate,1,Direct Confrontation
Venezuela-US Tensions 2026,2024,South Asia,North Korea; South Korea,Severe,Low,Severe,Localized shock,High,0.739,25,10,20,11.08,2,68.08,65.4,🟠 High,1,-0.5733513359200214,2,🟠 High,0,Proxy War
Russia-Ukraine Conflict,2025,Eastern Europe,India; Pakistan,Moderate,Low,Severe,Localized shock,Medium,0.304,10,10,20,4.56,2,46.56,40.1,🟡 Moderate,1,-0.5380218682763807,1,🟡 Moderate,1,Direct Confrontation
Taiwan Strait Stability,2024,East Asia,India; Pakistan,Moderate,Low,High,Regional recession,Medium,0.187,10,10,15,2.8,7,44.8,38.1,🟡 Moderate,1,-0.48079201619622963,1,🟡 Moderate,1,Direct Confrontation
India-Pakistan Escalation 2025,2025,East Asia,Israel; Egypt; Jordan; Saudi Arabia,Severe,None,Severe,Energy price spike,High,0.209,25,0,20,3.14,5,53.14,47.9,🟡 Moderate,1,-0.5425511716796176,1,🟡 Moderate,0,Proxy War
Taiwan Strait Stability,2024,South Asia,North Korea; South Korea,Low,Low,Moderate,Global market impact,High,0.472,5,10,10,7.08,10,42.08,34.9,🟡 Moderate,1,-0.5139483098243804,1,🟡 Moderate,2,Cyber-Dominant
Russia-Ukraine Conflict,2025,Latin America,Israel; Egypt; Jordan; Saudi Arabia,Low,None,Severe,Regional recession,Low,0.089,5,0,20,1.34,7,33.34,24.7,🟢 Low,1,-0.5627951830123705,0,🟢 Low,1,Direct Confrontation
Korean Peninsula Risk,2024,Latin America,North Korea; South Korea,High,Low,Severe,Localized shock,Low,0.403,20,10,20,6.04,2,58.04,53.6,🟠 High,1,-0.5400270252121782,2,🟠 High,0,Proxy War
Korean Peninsula Risk,2025,Latin America,Russia; Ukraine,High,Low,High,Regional recession,Medium,0.304,20,10,15,4.56,7,56.56,51.9,🟠 High,1,-0.4821004062192016,2,🟠 High,0,Proxy War
Venezuela-US Tensions 2026,2025,East Asia,Venezuela; United States,Moderate,High,Severe,Regional recession,Low,0.537,10,30,20,8.06,7,75.06,73.5,🟠 High,1,-0.5344469890050917,2,🟠 High,2,Cyber-Dominant
Russia-Ukraine Conflict,2026,Latin America,Israel; Egypt; Jordan; Saudi Arabia,Low,None,Moderate,Global market impact,Medium,0.736,5,0,10,11.04,10,36.04,27.8,🟡 Moderate,1,-0.5545206228681441,1,🟡 Moderate,2,Cyber-Dominant
Taiwan Strait Stability,2025,Middle East,Russia; Ukraine,Severe,High,Severe,Energy price spike,Low,0.31,25,30,20,4.65,5,84.65,84.8,🔴 Critical,1,-0.551444002667606,3,🔴 Critical,0,Proxy War
Israel-Arab Tensions,2026,South Asia,Venezuela; United States,Severe,None,Low,Localized shock,Low,0.406,25,0,5,6.09,2,38.09,30.2,🟡 Moderate,1,-0.5853263688625836,1,🟡 Moderate,3,Nuclear Standoff
Venezuela-US Tensions 2026,2025,South Asia,China; Taiwan,Moderate,Low,High,Energy price spike,Medium,0.617,10,10,15,9.25,5,49.25,43.3,🟡 Moderate,1,-0.4864546746583413,1,🟡 Moderate,2,Cyber-Dominant
Korean Peninsula Risk,2025,South Asia,India; Pakistan,Low,High,High,Regional recession,High,0.079,5,30,15,1.18,7,58.18,53.8,🟠 High,1,-0.5267651500512718,2,🟠 High,1,Direct Confrontation
India-Pakistan Escalation 2025,2026,South Asia,China; Taiwan,Low,High,High,Regional recession,Medium,0.126,5,30,15,1.89,7,58.89,54.6,🟠 High,1,-0.524464986708092,2,🟠 High,1,Direct Confrontation
Israel-Arab Tensions,2025,Eastern Europe,Russia; Ukraine,Low,Moderate,Moderate,Regional recession,Low,0.648,5,20,10,9.72,7,51.72,46.2,🟡 Moderate,1,-0.4933425635815093,1,🟡 Moderate,2,Cyber-Dominant
Israel-Arab Tensions,2024,South Asia,Israel; Egypt; Jordan; Saudi Arabia,High,High,High,Energy price spike,Medium,0.767,20,30,15,11.5,5,81.5,81.1,🔴 Critical,1,-0.5479135023489153,3,🔴 Critical,0,Proxy War
Taiwan Strait Stability,2026,Middle East,North Korea; South Korea,Moderate,High,High,Global market impact,Medium,0.123,10,30,15,1.84,10,66.84,63.9,🟠 High,1,-0.538011891358242,2,🟠 High,1,Direct Confrontation
Korean Peninsula Risk,2026,Middle East,Israel; Egypt; Jordan; Saudi Arabia,Severe,High,High,Regional recession,Low,0.491,25,30,15,7.36,7,84.36,84.4,🔴 Critical,1,-0.5425956564671363,3,🔴 Critical,0,Proxy War
Taiwan Strait Stability,2026,East Asia,India; Pakistan,High,None,Severe,Regional recession,Low,0.721,20,0,20,10.82,7,57.82,53.3,🟠 High,1,-0.5408313194328764,2,🟠 High,0,Proxy War
Israel-Arab Tensions,2026,Middle East,China; Taiwan,High,Moderate,Moderate,Global market impact,Low,0.415,20,20,10,6.22,10,66.22,63.2,🟠 High,1,-0.501302679504541,2,🟠 High,3,Nuclear Standoff
Korean Peninsula Risk,2026,Latin America,North Korea; South Korea,High,Low,Low,Global market impact,Medium,0.621,20,10,5,9.32,10,54.32,49.2,🟡 Moderate,1,-0.5315158159103868,1,🟡 Moderate,3,Nuclear Standoff
India-Pakistan Escalation 2025,2026,Middle East,Russia; Ukraine,Severe,Moderate,Moderate,Global market impact,Medium,0.594,25,20,10,8.91,10,73.91,72.2,🟠 High,1,-0.5369941222979504,2,🟠 High,3,Nuclear Standoff
Taiwan Strait Stability,2026,Latin America,North Korea; South Korea,Low,High,Moderate,Regional recession,Medium,0.112,5,30,10,1.68,7,53.68,48.5,🟡 Moderate,1,-0.522127595910447,1,🟡 Moderate,1,Direct Confrontation
Korean Peninsula Risk,2026,Eastern Europe,China; Taiwan,Severe,Moderate,Moderate,Regional recession,Medium,0.47,25,20,10,7.05,7,69.05,66.5,🟠 High,1,-0.49904697376427876,2,🟠 High,3,Nuclear Standoff
Korean Peninsula Risk,2025,Middle East,North Korea; South Korea,Severe,High,Moderate,Energy price spike,Medium,0.121,25,30,10,1.82,5,71.82,69.7,🟠 High,1,-0.5380015679060929,2,🟠 High,3,Nuclear Standoff
Russia-Ukraine Conflict,2025,Eastern Europe,Israel; Egypt; Jordan; Saudi Arabia,High,Moderate,Moderate,Energy price spike,High,0.655,20,20,10,9.83,5,64.83,61.6,🟠 High,1,-0.4957242055795305,2,🟠 High,3,Nuclear Standoff
Venezuela-US Tensions 2026,2025,East Asia,Israel; Egypt; Jordan; Saudi Arabia,Moderate,None,Severe,Regional recession,Medium,0.247,10,0,20,3.7,7,40.7,33.3,🟡 Moderate,1,-0.5216130567733281,1,🟡 Moderate,1,Direct Confrontation
Venezuela-US Tensions 2026,2024,Eastern Europe,Venezuela; United States,Moderate,High,Moderate,Global market impact,Medium,0.5,10,30,10,7.5,10,67.5,64.7,🟠 High,1,-0.5304571778583957,2,🟠 High,2,Cyber-Dominant
Taiwan Strait Stability,2025,Latin America,China; Taiwan,High,None,Severe,Global market impact,Medium,0.827,20,0,20,12.4,10,62.4,58.7,🟠 High,1,-0.5746238691640175,2,🟠 High,0,Proxy War
Russia-Ukraine Conflict,2026,East Asia,North Korea; South Korea,Moderate,Moderate,Severe,Global market impact,Medium,0.727,10,20,20,10.9,10,70.9,68.7,🟠 High,1,-0.5434435062453299,2,🟠 High,2,Cyber-Dominant
Israel-Arab Tensions,2026,Middle East,Israel; Egypt; Jordan; Saudi Arabia,Severe,Moderate,Severe,Localized shock,Medium,0.178,25,20,20,2.67,2,69.67,67.2,🟠 High,1,-0.5612148065571353,2,🟠 High,0,Proxy War
Russia-Ukraine Conflict,2025,Eastern Europe,China; Taiwan,Severe,None,Low,Localized shock,Low,0.416,25,0,5,6.24,2,38.24,30.4,🟡 Moderate,1,-0.5857225266759719,1,🟡 Moderate,3,Nuclear Standoff
Israel-Arab Tensions,2024,Eastern Europe,Venezuela; United States,High,High,High,Localized shock,High,0.764,20,30,15,11.46,2,78.46,77.5,🔴 Critical,1,-0.5668075447210885,3,🔴 Critical,0,Proxy War
Taiwan Strait Stability,2025,Latin America,North Korea; South Korea,Low,None,Severe,Energy price spike,Low,0.79,5,0,20,11.85,5,41.85,34.6,🟡 Moderate,1,-0.5672941632586082,1,🟡 Moderate,2,Cyber-Dominant
Venezuela-US Tensions 2026,2026,Eastern Europe,Venezuela; United States,Severe,Moderate,Low,Energy price spike,High,0.335,25,20,5,5.03,5,60.03,55.9,🟠 High,1,-0.5200399559239611,2,🟠 High,3,Nuclear Standoff
Israel-Arab Tensions,2024,Middle East,India; Pakistan,Severe,High,Severe,Energy price spike,Medium,0.747,25,30,20,11.2,5,91.2,92.5,🔴 Critical,-1,-0.5972944482914936,3,🔴 Critical,0,Proxy War
Taiwan Strait Stability,2024,Middle East,North Korea; South Korea,Moderate,Moderate,Low,Energy price spike,High,0.328,10,20,5,4.92,5,44.92,38.2,🟡 Moderate,1,-0.5156671634291702,1,🟡 Moderate,1,Direct Confrontation
Russia-Ukraine Conflict,2026,South Asia,Russia; Ukraine,Low,Low,Severe,Global market impact,Medium,0.08,5,10,20,1.2,10,46.2,39.7,🟡 Moderate,1,-0.566364120717496,1,🟡 Moderate,1,Direct Confrontation
Taiwan Strait Stability,2026,Eastern Europe,Russia; Ukraine,Moderate,None,Low,Energy price spike,Low,0.698,10,0,5,10.47,5,30.47,21.3,🟢 Low,1,-0.5571189815199495,0,🟢 Low,2,Cyber-Dominant
Israel-Arab Tensions,2024,East Asia,China; Taiwan,Moderate,Moderate,High,Global market impact,High,0.539,10,20,15,8.09,10,63.09,59.5,🟠 High,1,-0.4986117245822059,2,🟠 High,2,Cyber-Dominant
Taiwan Strait Stability,2026,Latin America,India; Pakistan,Severe,High,Severe,Regional recession,High,0.074,25,30,20,1.11,7,83.11,83.0,🔴 Critical,1,-0.5757637345088105,3,🔴 Critical,0,Proxy War
Korean Peninsula Risk,2024,East Asia,Israel; Egypt; Jordan; Saudi Arabia,Low,High,Severe,Regional recession,High,0.553,5,30,20,8.3,7,70.3,68.0,🟠 High,1,-0.5395864588209933,2,🟠 High,2,Cyber-Dominant
Korean Peninsula Risk,2026,South Asia,Israel; Egypt; Jordan; Saudi Arabia,Moderate,High,Severe,Energy price spike,High,0.571,10,30,20,8.56,5,73.56,71.8,🟠 High,1,-0.5310369144668128,2,🟠 High,2,Cyber-Dominant
India-Pakistan Escalation 2025,2024,Middle East,Venezuela; United States,Low,Moderate,Severe,Regional recession,Medium,0.849,5,20,20,12.74,7,64.74,61.4,🟠 High,1,-0.5640600699686574,2,🟠 High,2,Cyber-Dominant
Russia-Ukraine Conflict,2025,East Asia,Russia; Ukraine,Moderate,High,Moderate,Localized shock,High,0.44,10,30,10,6.6,2,58.6,54.3,🟠 High,1,-0.5194105436335713,2,🟠 High,2,Cyber-Dominant
Korean Peninsula Risk,2024,South Asia,North Korea; South Korea,Severe,Moderate,Moderate,Localized shock,High,0.638,25,20,10,9.57,2,66.57,63.6,🟠 High,1,-0.5448109939884059,2,🟠 High,3,Nuclear Standoff
Israel-Arab Tensions,2026,Eastern Europe,North Korea; South Korea,High,Low,Low,Regional recession,Medium,0.119,20,10,5,1.78,7,43.78,36.9,🟡 Moderate,1,-0.5243502762255007,1,🟡 Moderate,3,Nuclear Standoff
Israel-Arab Tensions,2025,Middle East,Russia; Ukraine,Severe,Moderate,High,Energy price spike,Low,0.185,25,20,15,2.78,5,67.78,65.0,🟠 High,1,-0.5070302307579239,2,🟠 High,0,Proxy War
Israel-Arab Tensions,2025,South Asia,China; Taiwan,Moderate,None,Severe,Localized shock,High,0.32,10,0,20,4.8,2,36.8,28.7,🟡 Moderate,1,-0.5584638753091968,1,🟡 Moderate,1,Direct Confrontation
India-Pakistan Escalation 2025,2025,East Asia,North Korea; South Korea,Moderate,Moderate,Low,Energy price spike,Low,0.763,10,20,5,11.44,5,51.44,45.9,🟡 Moderate,1,-0.536770657344411,1,🟡 Moderate,2,Cyber-Dominant
Taiwan Strait Stability,2025,Eastern Europe,Russia; Ukraine,Severe,None,High,Localized shock,Medium,0.408,25,0,15,6.12,2,48.12,42.0,🟡 Moderate,1,-0.5509250640867841,1,🟡 Moderate,0,Proxy War
Russia-Ukraine Conflict,2025,Middle East,China; Taiwan,Severe,None,Moderate,Localized shock,Medium,0.173,25,0,10,2.6,2,39.6,32.0,🟡 Moderate,1,-0.5669703229513597,1,🟡 Moderate,3,Nuclear Standoff
India-Pakistan Escalation 2025,2026,Eastern Europe,North Korea; South Korea,High,None,Severe,Regional recession,High,0.078,20,0,20,1.17,7,48.17,42.0,🟡 Moderate,1,-0.5461838949654158,1,🟡 Moderate,0,Proxy War
Taiwan Strait Stability,2026,Latin America,Venezuela; United States,Moderate,Moderate,High,Localized shock,High,0.104,10,20,15,1.56,2,48.56,42.5,🟡 Moderate,1,-0.5275396856619468,1,🟡 Moderate,1,Direct Confrontation
Venezuela-US Tensions 2026,2026,Middle East,Venezuela; United States,Low,None,High,Global market impact,High,0.422,5,0,15,6.33,10,36.33,28.2,🟡 Moderate,1,-0.5287362917800592,1,🟡 Moderate,1,Direct Confrontation
Korean Peninsula Risk,2026,East Asia,Russia; Ukraine,Low,Moderate,High,Regional recession,Low,0.247,5,20,15,3.7,7,50.7,45.0,🟡 Moderate,1,-0.493714480985663,1,🟡 Moderate,1,Direct Confrontation
Taiwan Strait Stability,2025,Latin America,Russia; Ukraine,Severe,None,Severe,Regional recession,High,0.487,25,0,20,7.3,7,59.3,55.1,🟠 High,1,-0.5494448375049503,2,🟠 High,0,Proxy War
Korean Peninsula Risk,2025,Eastern Europe,North Korea; South Korea,Severe,Moderate,Moderate,Global market impact,Low,0.198,25,20,10,2.97,10,67.97,65.2,🟠 High,1,-0.5255029502794938,2,🟠 High,3,Nuclear Standoff
Taiwan Strait Stability,2026,Eastern Europe,Russia; Ukraine,High,Moderate,Moderate,Localized shock,Medium,0.274,20,20,10,4.11,2,56.11,51.3,🟠 High,1,-0.5233532471011433,2,🟠 High,3,Nuclear Standoff
Korean Peninsula Risk,2025,Eastern Europe,Israel; Egypt; Jordan; Saudi Arabia,High,Low,Low,Energy price spike,Low,0.261,20,10,5,3.92,5,43.92,37.1,🟡 Moderate,1,-0.5175556461872863,1,🟡 Moderate,3,Nuclear Standoff
Israel-Arab Tensions,2025,Middle East,China; Taiwan,High,Low,High,Energy price spike,High,0.785,20,10,15,11.78,5,61.78,58.0,🟠 High,1,-0.5165193465867037,2,🟠 High,0,Proxy War
India-Pakistan Escalation 2025,2024,Eastern Europe,India; Pakistan,High,High,High,Regional recession,High,0.411,20,30,15,6.16,7,78.16,77.2,🔴 Critical,1,-0.5113921442010564,3,🔴 Critical,0,Proxy War
Taiwan Strait Stability,2025,Eastern Europe,North Korea; South Korea,Moderate,High,Severe,Localized shock,High,0.707,10,30,20,10.6,2,72.6,70.7,🟠 High,1,-0.5744706410907948,2,🟠 High,2,Cyber-Dominant
India-Pakistan Escalation 2025,2026,Middle East,India; Pakistan,Low,None,Severe,Regional recession,Low,0.393,5,0,20,5.9,7,37.9,30.0,🟡 Moderate,1,-0.5346455719880214,1,🟡 Moderate,1,Direct Confrontation
Russia-Ukraine Conflict,2025,South Asia,Israel; Egypt; Jordan; Saudi Arabia,High,Low,Low,Localized shock,Low,0.225,20,10,5,3.38,2,40.38,32.9,🟡 Moderate,1,-0.543570918446817,1,🟡 Moderate,3,Nuclear Standoff
Taiwan Strait Stability,2024,South Asia,Venezuela; United States,Severe,Moderate,Severe,Global market impact,High,0.073,25,20,20,1.1,10,76.1,74.8,🟠 High,1,-0.5773150902938053,2,🟠 High,0,Proxy War
Russia-Ukraine Conflict,2025,Middle East,Israel; Egypt; Jordan; Saudi Arabia,Low,Low,High,Global market impact,Medium,0.277,5,10,15,4.16,10,44.16,37.3,🟡 Moderate,1,-0.5109076474534413,1,🟡 Moderate,1,Direct Confrontation
Israel-Arab Tensions,2026,Eastern Europe,Venezuela; United States,Moderate,Moderate,Moderate,Global market impact,Medium,0.016,10,20,10,0.24,10,50.24,44.5,🟡 Moderate,1,-0.548001326453926,1,🟡 Moderate,1,Direct Confrontation
Israel-Arab Tensions,2025,Eastern Europe,China; Taiwan,Severe,High,Low,Regional recession,High,0.132,25,30,5,1.98,7,68.98,66.4,🟠 High,1,-0.5501816020222663,2,🟠 High,3,Nuclear Standoff
Taiwan Strait Stability,2025,East Asia,China; Taiwan,Severe,None,Severe,Regional recession,Low,0.844,25,0,20,12.66,7,64.66,61.4,🟠 High,-1,-0.5869886166399109,2,🟠 High,0,Proxy War
Israel-Arab Tensions,2025,South Asia,Russia; Ukraine,High,Low,Low,Energy price spike,Low,0.174,20,10,5,2.61,5,42.61,35.5,🟡 Moderate,1,-0.5145280889455628,1,🟡 Moderate,3,Nuclear Standoff
Russia-Ukraine Conflict,2024,Eastern Europe,Venezuela; United States,High,None,Low,Global market impact,Low,0.282,20,0,5,4.23,10,39.23,31.6,🟡 Moderate,1,-0.5761870769025366,1,🟡 Moderate,3,Nuclear Standoff
Korean Peninsula Risk,2026,Eastern Europe,Russia; Ukraine,Low,High,Low,Energy price spike,Medium,0.749,5,30,5,11.24,5,56.24,51.5,🟠 High,1,-0.5664580572850718,2,🟠 High,2,Cyber-Dominant
Israel-Arab Tensions,2026,Latin America,China; Taiwan,Moderate,Low,Moderate,Regional recession,Low,0.091,10,10,10,1.36,7,38.36,30.5,🟡 Moderate,1,-0.50888514733542,1,🟡 Moderate,1,Direct Confrontation
Russia-Ukraine Conflict,2025,Eastern Europe,China; Taiwan,Moderate,None,High,Global market impact,High,0.825,10,0,15,12.38,10,47.38,41.1,🟡 Moderate,1,-0.5635228909232497,1,🟡 Moderate,2,Cyber-Dominant
Taiwan Strait Stability,2026,Latin America,Israel; Egypt; Jordan; Saudi Arabia,High,Low,Low,Global market impact,Medium,0.117,20,10,5,1.76,10,46.76,40.4,🟡 Moderate,1,-0.5509513678420355,1,🟡 Moderate,3,Nuclear Standoff
India-Pakistan Escalation 2025,2026,South Asia,Venezuela; United States,Severe,Moderate,Severe,Localized shock,Low,0.232,25,20,20,3.48,2,70.48,68.2,🟠 High,1,-0.5521475872411784,2,🟠 High,0,Proxy War
India-Pakistan Escalation 2025,2026,Latin America,China; Taiwan,Moderate,High,High,Global market impact,High,0.484,10,30,15,7.26,10,72.26,70.3,🟠 High,1,-0.5383801557525938,2,🟠 High,2,Cyber-Dominant
